,,
id,kavaler_id,failinimi
F-0969,VRK-1450,"1450, mägi, juhan.png"
F-0970,VRK-1451,"1451, magus, priidu.png"
F-0971,VRK-1452,"1452, mähar, jakob.png"
F-0972,VRK-1453,"1453, mahnke, arthur-georg-richard.png"
F-0973,VRK-1454,"1454, mahnke, christoph-friedrich-johannes.png"
F-0974,VRK-1456,"1456, maide, eduard.png"
F-0975,VRK-1457,"1457, maide, jaan.png"
F-0976,VRK-1458,"1458, maide, johannes-voldemar.png"
F-0977,VRK-1460,"1460, maim, hermann.png"
F-0978,VRK-1461,"1461, maim, richard-johannes.png"
F-0979,VRK-1462,"1462, maisaar, jaanus-karl.png"
F-0980,VRK-1464,"1464, maisma, juhan.png"
F-0981,VRK-1465,"1465, maiste, aleksander.png"
F-0982,VRK-1468,"1468, mäki, vilho.png"
F-0983,VRK-1469,"1469, makkar, hugo.png"
F-0984,VRK-1470,"1470, makko, rudolf.png"
F-0985,VRK-1473,"1473, malevitš, aleksander.png"
F-0986,VRK-1477,"1477, malken, jaan.png"
F-0987,VRK-1478,"1478, mälkönen, aino.png"
F-0988,VRK-1479,"1479, malm, priidik.png"
F-0989,VRK-1482,"1482, malmberg, carl-georg.png"
F-0990,VRK-1484,"1484, malmberg, kaarlo lauri thorvald.png"
F-0991,VRK-1485,"1485, mamers, oskar-heinrich.png"
F-0992,VRK-1486,"1486, mänd, hugo.png"
F-0993,VRK-1487,"1487, mänd, johannes.png"
F-0994,VRK-1488,"1488, mänd, julius.png"
F-0995,VRK-1489,"1489, mänd, mihkel.png"
F-0996,VRK-1490,"1490, mänd, oskar.png"
F-0997,VRK-1491,"1491, mandel, august.png"
F-0998,VRK-1492,"1492, mändmets, karl-georg.png"
F-0999,VRK-1493,"1493, mändoja, karl-eduard.png"
F-1000,VRK-1497,"1497, männik, august.png"
F-1001,VRK-1498,"1498, männik, eduard.png"
F-1002,VRK-1499,"1499, männik, elmar-friedrich.png"
F-1003,VRK-1500,"1500, männik, jaan.png"
F-1004,VRK-1501,"1501, männik, johannes.png"
F-1005,VRK-1502,"1502, männik, otto.png"
F-1006,VRK-1503,"1503, männik, villem.png"
F-1007,VRK-1504,"1504, manninen, eero niilo.png"
F-1008,VRK-1505,"1505, männiste, august.png"
F-1009,VRK-1506,"1506, mansik, hermann.png"
F-1010,VRK-1507,"1507, mantecón, antonio e.png"
F-1011,VRK-1510,"1510, marder, villem-gustav.png"
F-1012,VRK-1511,"1511, maremaa, edgar-eduard.png"
F-1013,VRK-1512,"1512, marguste, eduard.png"
F-1014,VRK-1513,"1513, maripuu, villem.png"
F-1015,VRK-1517,"1517, marsh, frank graham.png"
F-1016,VRK-1519,"1519, martin, franz-heinrich.png"
F-1017,VRK-1520,"1520, martin, vassili.png"
F-1018,VRK-1521,"1521, martinson, august.png"
F-1019,VRK-1522,"1522, martinson, johannes.png"
F-1020,VRK-1523,"1523, martma, felix-martin-conrad.png"
F-1021,VRK-1524,"1524, martna, mihkel.png"
F-1022,VRK-1526,"1526, märtson, jaan.png"
F-1023,VRK-1527,"1527, marttinen, einar isakki.png"
F-1024,VRK-1529,"1529, maruste, andrei.png"
F-1025,VRK-1530,"1530, masik, joann.png"
F-1026,VRK-1533,"1533, masti, indrek.png"
F-1027,VRK-1535,"1535, mätas, jaan.png"
F-1028,VRK-1537,"1537, mätlik, arnold-ervin.png"
F-1029,VRK-1538,"1538, matsalo, ants.png"
F-1030,VRK-1540,"1540, matson, jaan.png"
F-1031,VRK-1542,"1542, mattus, enn.png"
F-1032,VRK-1543,"1543, matuszewski, ignacy hugo.png"
F-1033,VRK-1546,"1546, māziņš, ādolfs.png"
F-1034,VRK-1551,"1551, meel, konstantin.png"
F-1035,VRK-1552,"1552, meeme, juhan.png"
F-1036,VRK-1553,"1553, meerpuu, aleksander.png"
F-1037,VRK-1554,"1554, meet, märt.png"
F-1038,VRK-1555,"1555, meidla, eduard.png"
F-1039,VRK-1556,"1556, meidla, teodor-rudolf.png"
F-1040,VRK-1557,"1557, meierovics, zigfrīds anna.png"
F-1041,VRK-1558,"1558, meijel, eduard.png"
F-1042,VRK-1559,"1559, meiklejohn, ronald forbes.png"
F-1043,VRK-1560,"1560, meiner, tõnis.png"
F-1044,VRK-1561,"1561, meister, kristjan.png"
F-1045,VRK-1562,"1562, mekler, johannes.png"
F-1046,VRK-1563,"1563, mekšs, jānis.png"
F-1047,VRK-1565,"1565, melts, aleks-henn.png"
F-1048,VRK-1566,"1566, melts, eduard-kristjan.png"
F-1049,VRK-1567,"1567, meltsas, peeter.png"
F-1050,VRK-1568,"1568, mend, wilhelm.png"
F-1051,VRK-1569,"1569, menning, karl.png"
F-1052,VRK-1570,"1570, mere, valev.png"
F-1053,VRK-1571,"1571, merela, jaan.png"
F-1054,VRK-1572,"1572, meremaa, priidu.png"
F-1055,VRK-1574,"1574, meris, mihkel.png"
F-1056,VRK-1576,"1576, mesi, voldemar.png"
F-1057,VRK-1577,"1577, mets, aleksander.png"
F-1058,VRK-1578,"1578, mets, jaan.png"
F-1059,VRK-1579,"1579, metsalu, juhan.png"
F-1060,VRK-1580,"1580, miettinen, eero.png"
F-1061,VRK-1582,"1582, miglavs, jānis.png"
F-1062,VRK-1583,"1583, mihk, rudolf.png"
F-1063,VRK-1584,"1584, miido, eustaatius.png"
F-1064,VRK-1585,"1585, miil, karl.png"
F-1065,VRK-1587,"1587, mikker, arnold-michail.png"
F-1066,VRK-1590,"1590, mikli, kustav.png"
F-1067,VRK-1591,"1591, milistfer, jaan.png"
F-1068,VRK-1593,"1593, miller, hans.png"
F-1069,VRK-1595,"1595, miller, reinhold.png"
F-1070,VRK-1596,"1596, millerand, alexandre.png"
F-1071,VRK-1597,"1597, millistfer, johan.png"
F-1072,VRK-1598,"1598, mirka, andres.png"
F-1073,VRK-1599,"1599, mitt, jakob.png"
F-1074,VRK-1600,"1600, mitt, johann, karli p.png"
F-1075,VRK-1601,"1601, mitt, johann, simmi p.png"
F-1076,VRK-1602,"1602, mitt, karla.png"
F-1077,VRK-1603,"1603, mitt, osvald-kristjan.png"
F-1078,VRK-1605,"1605, mohov, semjon.png"
F-1079,VRK-1606,"1606, moik, bernhard-johannes.png"
F-1080,VRK-1607,"1607, moks, august.png"
F-1081,VRK-1608,"1608, møller, jenny.png"
F-1082,VRK-1609,"1609, møller, signe.png"
F-1083,VRK-1610,"1610, möllerson, rudolph-alexander.png"
F-1084,VRK-1611,"1611, mölter, theodor.png"
F-1085,VRK-1612,"1612, moor, voldemar.png"
F-1086,VRK-1613,"1613, moora, harri.png"
F-1087,VRK-1614,"1614, moorits, paul.png"
F-1088,VRK-1615,"1615, moorlat, eduard.png"
F-1089,VRK-1616,"1616, morel, adam.png"
F-1090,VRK-1617,"1617, morison, samuel eliot.png"
F-1091,VRK-1624,"1624, mühlverk, paul-ferdinand.png"
F-1092,VRK-1625,"1625, muide, rudolf.png"
F-1093,VRK-1626,"1626, muinasmaa, jaan.png"
F-1094,VRK-1628,"1628, muldau, jüri von.png"
F-1095,VRK-1629,"1629, muldau, nicolai-heinrich-carl-amandus von.png"
F-1096,VRK-1630,"1630, muldma, magnus.png"
F-1097,VRK-1631,"1631, mullari, raiu.png"
F-1098,VRK-1632,"1632, mullart, michail-johann.png"
F-1099,VRK-1633,"1633, müller, karl-emil-hans.png"
F-1100,VRK-1635,"1635, müllerson, elmar.png"
F-1101,VRK-1636,"1636, müllerson, juhan.png"
F-1102,VRK-1637,"1637, multer, heinrich-eduard.png"
F-1103,VRK-1639,"1639, munner, jakob.png"
F-1104,VRK-1640,"1640, munters, gothards vilhelms nikolajs.png"
F-1105,VRK-1642,"1642, murde, jaan.png"
F-1106,VRK-1643,"1643, murelik, leopold.png"
F-1107,VRK-1647,"1647, murumaa, august.png"
F-1108,VRK-1648,"1648, murumägi, johannes-eduard.png"
F-1109,VRK-1649,"1649, mussolini, benito amilcare andrea.png"
F-1110,VRK-1651,"1651, must, magnus.png"
F-1111,VRK-1652,"1652, mutli, artur.png"
F-1112,VRK-1655,"1655, muts, aleksander.png"
F-1113,VRK-1656,"1656, muts, johannes-friedrich.png"
F-1114,VRK-1657,"1657, mutt, viktor.png"
F-1115,VRK-1658,"1658, muul, mihkel.png"
F-1116,VRK-1659,"1659, müür, paul.png"
F-1117,VRK-1660,"1660, müürik, aleksander.png"
F-1118,VRK-1664,"1664, myszkowski, aleksander zygmunt.png"
F-1119,VRK-1620,"1620, mõtsur, peeter.png"
F-1120,VRK-1621,"1621, mõttus, aleksander.png"
F-1121,VRK-1622,"1622, mõttus, johann.png"
F-1122,VRK-1665,"1665, naaris, jaan.png"
F-1123,VRK-1666,"1666, naarits, kaarel.png"
F-1124,VRK-1667,"1667, naaskel, aleksander-leopold.png"
F-1125,VRK-1668,"1668, naelaste, jüri.png"
F-1126,VRK-1669,"1669, naistem, voldemar.png"
F-1127,VRK-1671,"1671, näripea, aleksander.png"
F-1128,VRK-1672,"1672, närska, august.png"
F-1129,VRK-1673,"1673, naska, johannes.png"
F-1130,VRK-1674,"1674, naumann, jaan.png"
F-1131,VRK-1675,"1675, neem, jaan.png"
F-1132,VRK-1676,"1676, neemre, emil-heinrich.png"
F-1133,VRK-1677,"1677, neerut, hans.png"
F-1134,VRK-1678,"1678, neggo, edgar-richard.png"
F-1135,VRK-1679,"1679, neigardt, arnold.png"
F-1136,VRK-1682,"1682, neps, eduard-jakob.png"
F-1137,VRK-1684,"1684, nerep, elmar.png"
F-1138,VRK-1685,"1685, nestra, alfred-julius.png"
F-1139,VRK-1687,"1687, nicaise, michel edouard.png"
F-1140,VRK-1691,"1691, nieminen, arthur-hemming.png"
F-1141,VRK-1693,"1693, niggol, aleksander.png"
F-1142,VRK-1694,"1694, niggol, arnold.png"
F-1143,VRK-1697,"1697, nigul, jüri.png"
F-1144,VRK-1698,"1698, nigulas, hugo.png"
F-1145,VRK-1699,"1699, niimeister, peeter.png"
F-1146,VRK-1700,"1700, niit, evart.png"
F-1147,VRK-1701,"1701, niitme, heino.png"
F-1148,VRK-1705,"1705, nikolai, erik-friedrich-georg.png"
F-1149,VRK-1707,"1707, niskanen, ville.png"
F-1150,VRK-1713,"1713, nool, paul-eduard.png"
F-1151,VRK-1717,"1717, normak, aleksander-mihkel.png"
F-1152,VRK-1718,"1718, normak, arnold-reinhard.png"
F-1153,VRK-1719,"1719, normak, otto-lembit.png"
F-1154,VRK-1720,"1720, norman, johannes-theodor.png"
F-1155,VRK-1721,"1721, norme, karl holger athniel.png"
F-1156,VRK-1722,"1722, normet, jaan.png"
F-1157,VRK-1725,"1725, nukk, august-ulrich.png"
F-1158,VRK-1727,"1727, nurklik, gustav.png"
F-1159,VRK-1728,"1728, nurmberg, otto.png"
F-1160,VRK-1730,"1730, nutt, juhan.png"
F-1161,VRK-1731,"1731, nuut, jaan.png"
F-1162,VRK-1732,"1732, nuut, villem.png"
F-1163,VRK-1708,"1708, nõgu, aleksander.png"
F-1164,VRK-1710,"1710, nõmme, johannes.png"
F-1165,VRK-1711,"1711, nõmmik, martin.png"
F-1166,VRK-1712,"1712, nõmmik, mihkel.png"
F-1167,VRK-1723,"1723, nõu, bernhard.png"
F-1168,VRK-1739,"1739, oehren, erich-bernhard.png"
F-1169,VRK-1740,"1740, ohak, mihkel.png"
F-1170,VRK-1741,"1741, oidermann, otto.png"
F-1171,VRK-1742,"1742, oit, otto-voldemar.png"
F-1172,VRK-1745,"1745, oivo, ragnar rafael.png"
F-1173,VRK-1746,"1746, oja, andreas.png"
F-1174,VRK-1747,"1747, oja, jaan.png"
F-1175,VRK-1748,"1748, ojakäär, tõnis.png"
F-1176,VRK-1751,"1751, ojamaa, aleksander, mardi p.png"
F-1177,VRK-1750,"1750, ojamaa, aleksander, ilja p.png"
F-1178,VRK-1752,"1752, ojangu, aleksander.png"
F-1179,VRK-1753,"1753, ojansuu, heikki august.png"
F-1180,VRK-1755,"1755, ojasoon, albert.png"
F-1181,VRK-1756,"1756, ojasson, ulrich-august.png"
F-1182,VRK-1757,"1757, ojaste, eduard.png"
F-1183,VRK-1759,"1759, oksaar, märt.png"
F-1184,VRK-1763,"1763, olander, hugo karl.png"
F-1185,VRK-1764,"1764, olbrei, friedrich-alfred.png"
F-1186,VRK-1765,"1765, oldekop, johannes-adelbert.png"
F-1187,VRK-1766,"1766, olev, jaan.png"
F-1188,VRK-1768,"1768, oll, vassili.png"
F-1189,VRK-1773,"1773, ollmann, johannes.png"
F-1190,VRK-1776,"1776, olsen, caroline.png"
F-1191,VRK-1781,"1781, onni, heino.png"
F-1192,VRK-1783,"1783, oopkaup, anton.png"
F-1193,VRK-1784,"1784, opffer, søren christian.png"
F-1194,VRK-1785,"1785, opmanis, rūdolfs voldemārs.png"
F-1195,VRK-1786,"1786, orasmaa, johannes.png"
F-1196,VRK-1787,"1787, orasmäe, jaagub-rudolf.png"
F-1197,VRK-1789,"1789, orav, august-karl.png"
F-1198,VRK-1788,"1788, orav, august.png"
F-1199,VRK-1790,"1790, orav, gustav.png"
F-1200,VRK-1791,"1791, orav, juhan.png"
F-1201,VRK-1792,"1792, org, jaan.png"
F-1202,VRK-1793,"1793, orgo, martin.png"
F-1203,VRK-1794,"1794, orik, arnold-rudolf.png"
F-1204,VRK-1795,"1795, orle, jaan.png"
F-1205,VRK-1796,"1796, ormesson, karl-voldemar.png"
F-1206,VRK-1798,"1798, orumets, märt-villem-hendrik.png"
F-1207,VRK-1799,"1799, oskar, eduard.png"
F-1208,VRK-1804,"1804, ostrat, johann.png"
F-1209,VRK-1805,"1805, ostrat, johannes.png"
F-1210,VRK-1806,"1806, ostrov, mihkel.png"
F-1211,VRK-1808,"1808, ots, august.png"
F-1212,VRK-1809,"1809, ots, jüri.png"
F-1213,VRK-1810,"1810, otsa, tavid.png"
F-1214,VRK-1811,"1811, otsing, arnold.png"
F-1215,VRK-1812,"1812, otsing, osvald.png"
F-1216,VRK-1814,"1814, ottenson, august.png"
F-1217,VRK-1815,"1815, ottep, johan.png"
F-1218,VRK-1816,"1816, otti, peeter.png"
F-1219,VRK-1820,"1820, paabusk, jakob.png"
F-1220,VRK-1821,"1821, paal, johan-voldemar.png"
F-1221,VRK-1823,"1823, paap, jaan.png"
F-1222,VRK-1825,"1825, pääsuke, jaan.png"
F-1223,VRK-1827,"1827, paavilainen, mikko teodor.png"
F-1224,VRK-1831,"1831, paesüld, herman.png"
F-1225,VRK-1832,"1832, paff, robert-michail-johann.png"
F-1226,VRK-1833,"1833, pagar, august.png"
F-1227,VRK-1834,"1834, pagar, johannes.png"
F-1228,VRK-1836,"1836, pahkla, aleksander-eduard.png"
F-1229,VRK-1838,"1838, påhlsson, paul emil.png"
F-1230,VRK-1839,"1839, pahv, eduard-alexander.png"
F-1231,VRK-1840,"1840, paia, august.png"
F-1232,VRK-1841,"1841, päid, august.png"
F-1233,VRK-1843,"1843, painlevé, paul.png"
F-1234,VRK-1845,"1845, pajos, evald-leopold.png"
F-1235,VRK-1846,"1846, pajula, august.png"
F-1236,VRK-1848,"1848, pajur, aleksander.png"
F-1237,VRK-1849,"1849, pajusaar, kristjan.png"
F-1238,VRK-1850,"1850, pajusoo, oskar.png"
F-1239,VRK-1851,"1851, pajuste, andrei.png"
F-1240,VRK-1853,"1853, pakk, august.png"
F-1241,VRK-1856,"1856, pakkas, osvald.png"
F-1242,VRK-1857,"1857, paldrok, aleksander.png"
F-1243,VRK-1858,"1858, palginõmm, albrecht.png"
F-1244,VRK-1859,"1859, pall, aleksander.png"
F-1245,VRK-1860,"1860, päll, johannes.png"
F-1246,VRK-1861,"1861, pallandi, hendrik.png"
F-1247,VRK-1862,"1862, pallon, leonhard-hermann.png"
F-1248,VRK-1863,"1863, palm, aleksander.png"
F-1249,VRK-1865,"1865, palm, priidik.png"
F-1250,VRK-1866,"1866, palm, richard-theodor.png"
F-1251,VRK-1867,"1867, palmet, aleksander.png"
F-1252,VRK-1868,"1868, palmiste, peeter.png"
F-1253,VRK-1869,"1869, palmu, eino armas.png"
F-1254,VRK-1870,"1870, paloheimo, karl alfred.png"
F-1255,VRK-1872,"1872, pals, johannes.png"
F-1256,VRK-1874,"1874, paltson, aleksander-georg.png"
F-1257,VRK-1875,"1875, palu, oskar.png"
F-1258,VRK-1877,"1877, panksepp, rudolf.png"
F-1259,VRK-1878,"1878, parel, enn.png"
F-1260,VRK-1879,"1879, pärg, kotlep.png"
F-1261,VRK-1880,"1880, pärg, rein.png"
F-1262,VRK-1881,"1881, parkja, jaan.png"
F-1263,VRK-1882,"1882, parktal, joosep.png"
F-1264,VRK-1883,"1883, pärn, ado.png"
F-1265,VRK-1884,"1884, pärn, jaan.png"
F-1266,VRK-1885,"1885, pärn, juhan.png"
F-1267,VRK-1886,"1886, pärn, magnus-evald.png"
F-1268,VRK-1888,"1888, pärnapuu, heinrich-leopold-voldemar.png"
F-1269,VRK-1890,"1890, pärnits, johan.png"
F-1270,VRK-1892,"1892, parras, karl.png"
F-1271,VRK-1893,"1893, parrol, mart.png"
F-1272,VRK-1895,"1895, pärtels, aleksander.png"
F-1273,VRK-1889,"1889, pärnasalu, august.png"
F-1274,VRK-1896,"1896, parts, aleksander.png"
F-1275,VRK-1897,"1897, parts, gustav.png"
F-1276,VRK-1898,"1898, parts, karl.png"
F-1277,VRK-1899,"1899, parval, alfred-karl-johann.png"
F-1278,VRK-1901,"1901, parvet, oskar.png"
F-1279,VRK-1903,"1903, parving, karl.png"
F-1280,VRK-1904,"1904, päsna, jaan.png"
F-1281,VRK-1905,"1905, pass, teodor.png"
F-1282,VRK-1906,"1906, pastak, gustav-aleksander.png"
F-1283,VRK-1907,"1907, päts, konstantin.png"
F-1284,VRK-1908,"1908, päts, peeter.png"
F-1285,VRK-1909,"1909, päts, voldemar.png"
F-1286,VRK-1910,"1910, pattak, joann.png"
F-1287,VRK-1911,"1911, paulsen, karl-august-ferdinand.png"
F-1288,VRK-1912,"1912, paulus, karl-aleksander.png"
F-1289,VRK-1914,"1914, paurman, eduard.png"
F-1290,VRK-1915,"1915, pavel, karl.png"
F-1291,VRK-1919,"1919, pedaja, jaan.png"
F-1292,VRK-1920,"1920, pedak, ants.png"
F-1293,VRK-1922,"1922, pedak, tõnis.png"
F-1294,VRK-1923,"1923, pedak, valter.png"
F-1295,VRK-1924,"1924, pedius, aleksander.png"
F-1296,VRK-1926,"1926, pedosk, friedrich.png"
F-1297,VRK-1927,"1927, pedosk, oskar.png"
F-1298,VRK-1928,"1928, peebus, eerik.png"
F-1299,VRK-1929,"1929, peedimaa, mihail.png"
F-1300,VRK-1930,"1930, peelman, martin.png"
F-1301,VRK-1931,"1931, peerna, paul.png"
F-1302,VRK-1932,"1932, peet, august.png"
F-1303,VRK-1933,"1933, peet, johan.png"
F-1304,VRK-1934,"1934, pehka, johan.png"
F-1305,VRK-1918,"1918, pechter, karl.png"
F-1306,VRK-1935,"1935, peistik, johannes.png"
F-1307,VRK-1936,"1936, pekkanen, emil.png"
F-1308,VRK-1937,"1937, pelanen, mikko.png"
F-1309,VRK-1938,"1938, pelberg, joann.png"
F-1310,VRK-1941,"1941, pencis, kārlis eduards.png"
F-1311,VRK-1942,"1942, pendis, johan.png"
F-1312,VRK-1943,"1943, peniķis, mārtiņš.png"
F-1313,VRK-1944,"1944, pennar, johannes.png"
F-1314,VRK-1946,"1946, pensa, johannes.png"
F-1315,VRK-1947,"1947, pent, august.png"
F-1316,VRK-1948,"1948, pent, jaan.png"
F-1317,VRK-1949,"1949, pent, mihkel.png"
F-1318,VRK-1951,"1951, penter, jüri.png"
F-1319,VRK-1952,"1952, pentre, paul-harry.png"
F-1320,VRK-1954,"1954, penu, aleksander.png"
F-1321,VRK-1955,"1955, pere, mihhail.png"
F-1322,VRK-1956,"1956, peretti de la rocca, comte emmanuel de.png"
F-1323,VRK-1957,"1957, perk, johannes.png"
F-1324,VRK-1958,"1958, perli, harald.png"
F-1325,VRK-1959,"1959, perna, arthur.png"
F-1326,VRK-1963,"1963, pesonen, lauri immanuel.png"
F-1327,VRK-1964,"1964, pesur, albert.png"
F-1328,VRK-1965,"1965, pétain, henri philippe benoni omer joseph.png"
F-1329,VRK-1967,"1967, peterhoff, romeo-paul-eduard.png"
F-1330,VRK-1968,"1968, peters, albert.png"
F-1331,VRK-1969,"1969, peters, peeter.png"
F-1332,VRK-1971,"1971, peterson, nikolai.png"
F-1333,VRK-1972,"1972, peterson, tõnis-voldemar.png"
F-1334,VRK-1973,"1973, pētersons, arvīds.png"
F-1335,VRK-1976,"1976, philips, edgar-valentin.png"
F-1336,VRK-1977,"1977, pihelgas, armand-friedrich.png"
F-1337,VRK-1978,"1978, pihkala, martti aleksander.png"
F-1338,VRK-1980,"1980, pihlak, aleksander.png"
F-1339,VRK-1981,"1981, pihlak, alfred.png"
F-1340,VRK-1982,"1982, pihlak, eduard-ferdinand.png"
F-1341,VRK-1983,"1983, piho, rudolf.png"
F-1342,VRK-1984,"1984, piibeleht, richard.png"
F-1343,VRK-1985,"1985, piilmann, mihkel.png"
F-1344,VRK-1987,"1987, piip, ants.png"
F-1345,VRK-1988,"1988, piip, nikolai.png"
F-1346,VRK-1989,"1989, piir, johan.png"
F-1347,VRK-1990,"1990, piir, rudolf.png"
F-1348,VRK-1991,"1991, pikat, aleksander.png"
F-1349,VRK-1992,"1992, pikberg, jüri.png"
F-1350,VRK-1993,"1993, pilden, heinrich.png"
F-1351,VRK-1994,"1994, pilli, voldemar.png"
F-1352,VRK-1995,"1995, piłsudski, józef klemens.png"
F-1353,VRK-1996,"1996, pilve, anton.png"
F-1354,VRK-1997,"1997, pinding, siegfried-theodor-leopold.png"
F-1355,VRK-1998,"1998, pinka, friedrich-karl.png"
F-1356,VRK-1999,"1999, pinka, herbert-karl.png"
F-1357,VRK-2000,"2000, pinka, karl-julius.png"
F-1358,VRK-2003,"2003, piperal, mihkel.png"
F-1359,VRK-2004,"2004, piskor, tadeuz ludwik.png"
F-1360,VRK-2005,"2005, pistmann, johannes-august.png"
F-1361,VRK-2006,"2006, pitka, august-andreas.png"
F-1362,VRK-2007,"2007, pitka, johan.png"
F-1363,VRK-2009,"2009, plado, peeter.png"
F-1364,VRK-2010,"2010, plaks, johannes.png"
F-1365,VRK-2011,"2011, plakso, bernhard.png"
F-1366,VRK-2012,"2012, plink, karl.png"
F-1367,VRK-2013,"2013, ploom, jakob.png"
F-1368,VRK-2014,"2014, pobol, august.png"
F-1369,VRK-2019,"2019, podrätsik, karl.png"
F-1370,VRK-2021,"2021, pohjala, kyllikki.png"
F-1371,VRK-2023,"2023, poincaré, raymond.png"
F-1372,VRK-2024,"2024, poka, august.png"
F-1373,VRK-2025,"2025, pokkatz, august.png"
F-1374,VRK-2031,"2031, pollisinski, oskar.png"
F-1375,VRK-2033,"2033, polluks, jakob.png"
F-1376,VRK-2035,"2035, pommer, jakob.png"
F-1377,VRK-2036,"2036, ponsi, arvid.png"
F-1378,VRK-2037,"2037, pontak, alfred.png"
F-1379,VRK-2038,"2038, pontus, otto.png"
F-1380,VRK-2039,"2039, poolak, georgi.png"
F-1381,VRK-2040,"2040, poolmann, johannes.png"
F-1382,VRK-2041,"2041, poopuu, johannes.png"
F-1383,VRK-2043,"2043, porgand, anton.png"
F-1384,VRK-2044,"2044, pori, anton.png"
F-1385,VRK-2046,"2046, porre, paul.png"
F-1386,VRK-2047,"2047, poska, jaan.png"
F-1387,VRK-2049,"2049, potter, richard.png"
F-1388,VRK-2053,"2053, praks, paul.png"
F-1389,VRK-2054,"2054, prantsuse tundmatu sõdur.png"
F-1390,VRK-2055,"2055, praosk, jaan.png"
F-1391,VRK-2058,"2058, prees, aarne.png"
F-1392,VRK-2059,"2059, prei, jakob.png"
F-1393,VRK-2060,"2060, priedītis, kārlis.png"
F-1394,VRK-2061,"2061, priggo, paul-johannes.png"
F-1395,VRK-2062,"2062, priima, oskar-johannes.png"
F-1396,VRK-2063,"2063, priks, paul.png"
F-1397,VRK-2064,"2064, printsmann, jüri.png"
F-1398,VRK-2065,"2065, priske, jüri.png"
F-1399,VRK-2066,"2066, procopé, johan hjalmar fredrik.png"
F-1400,VRK-2069,"2069, pruul, kaarel.png"
F-1401,VRK-2070,"2070, pruul, karl-robert.png"
F-1402,VRK-2071,"2071, pruun, joosep.png"
F-1403,VRK-2072,"2072, przeździecki, stefan józef leon.png"
F-1404,VRK-2075,"2075, puidak, heinrich.png"
F-1405,VRK-2077,"2077, pukse, anton.png"
F-1406,VRK-2078,"2078, puksov, richard.png"
F-1407,VRK-2079,"2079, pukspuu, johannes.png"
F-1408,VRK-2080,"2080, pulk, aleksander-voldemar.png"
F-1409,VRK-2083,"2083, pung, karl.png"
F-1410,VRK-2087,"2087, purga, juhan.png"
F-1411,VRK-2088,"2088, puskar, johann.png"
F-1412,VRK-2089,"2089, puskar, viktor-hugo.png"
F-1413,VRK-2090,"2090, püss, alexander-rudolf.png"
F-1414,VRK-2091,"2091, püss, anton-richard.png"
F-1415,VRK-2093,"2093, puss, rudolf.png"
F-1416,VRK-2094,"2094, pusta, kaarel-robert.png"
F-1417,VRK-2095,"2095, pütt, jaan.png"
F-1418,VRK-2096,"2096, puusepp, oskar-johannes.png"
F-1419,VRK-2097,"2097, puusild, jaan.png"
F-1420,VRK-2099,"2099, puustus, eduard-johannes.png"
F-1421,VRK-2015,"2015, põdder, ernst-johannes.png"
F-1422,VRK-2016,"2016, põder, alfred-alexander.png"
F-1423,VRK-2017,"2017, põder, voldemar.png"
F-1424,VRK-2020,"2020, põhako, kristjan.png"
F-1425,VRK-2027,"2027, põldoja, villem.png"
F-1426,VRK-2029,"2029, põlendik, nikolai.png"
F-1427,VRK-2032,"2032, põllu, evert-valentin.png"
F-1428,VRK-2034,"2034, põlme, anton.png"
F-1429,VRK-2102,"2102, quarton, harold barlow.png"
F-1430,VRK-2103,"2103, raadik, jaagup.png"
F-1431,VRK-2104,"2104, raag, arthur-emil.png"
F-1432,VRK-2105,"2105, räägel, anton.png"
F-1433,VRK-2106,"2106, raam, heinrich.png"
F-1434,VRK-2107,"2107, raamot, jaan.png"
F-1435,VRK-2111,"2111, radziņš, pēteris voldemārs.png"
F-1436,VRK-2112,"2112, rae, jako.png"
F-1437,VRK-2113,"2113, rahe, aleksander.png"
F-1438,VRK-2114,"2114, rähni, ants.png"
F-1439,VRK-2115,"2115, rähni, ernst-voldemar.png"
F-1440,VRK-2116,"2116, rahola, eero akseli.png"
F-1441,VRK-2117,"2117, rahumaa, mart.png"
F-1442,VRK-2118,"2118, raidna, herbert-voldemar.png"
F-1443,VRK-2119,"2119, raik, anton.png"
F-1444,VRK-2123,"2123, rajala, gustav.png"
F-1445,VRK-2125,"2125, rajande, johann-albert.png"
F-1446,VRK-2126,"2126, rajatamm, karl.png"
F-1447,VRK-2127,"2127, rako, jaan.png"
F-1448,VRK-2128,"2128, ramats, kārlis voldemārs.png"
F-1449,VRK-2129,"2129, rammo, bruno.png"
F-1450,VRK-2132,"2132, rand, karl.png"
F-1451,VRK-2134,"2134, randalu, adam.png"
F-1452,VRK-2135,"2135, randes, arand.png"
F-1453,VRK-2136,"2136, randla, aleksander.png"
F-1454,VRK-2137,"2137, randla, jüri.png"
F-1455,VRK-2138,"2138, randlepp, juhan.png"
F-1456,VRK-2139,"2139, randmaa, johannes.png"
F-1457,VRK-2140,"2140, randmäe, eduard.png"
F-1458,VRK-2141,"2141, randmets, voldemar.png"
F-1459,VRK-2142,"2142, ranjitsinhji, vibhaji.png"
F-1460,VRK-2143,"2143, rannastu, eerik.png"
F-1461,VRK-2144,"2144, rannik, teodor.png"
F-1462,VRK-2145,"2145, rannus, johannes.png"
F-1463,VRK-2148,"2148, rass, jakob.png"
F-1464,VRK-2149,"2149, rassi, himot.png"
