,,
id,kavaler_id,failinimi
F-1952,VRK-2833,"2833, trubok, rudolf-august.png"
F-1953,VRK-2834,"2834, trumm, aleksei.png"
F-1954,VRK-2836,"2836, trusa, aleksander.png"
F-1955,VRK-2838,"2838, truu, alfred-georg.png"
F-1956,VRK-2840,"2840, tschernov, gavril.png"
F-1957,VRK-2841,"2841, tuisk, august.png"
F-1958,VRK-2842,"2842, tuisk, mart.png"
F-1959,VRK-2843,"2843, tuisk, mihkel.png"
F-1960,VRK-2844,"2844, tuisk, voldemar-johannes.png"
F-1961,VRK-2845,"2845, tuit, jaan.png"
F-1962,VRK-2846,"2846, tulenheimo, antti agathon.png"
F-1963,VRK-2847,"2847, tulff, karl-johannes.png"
F-1964,VRK-2848,"2848, tulmin, karl.png"
F-1965,VRK-2849,"2849, tulnola, hengo.png"
F-1966,VRK-2850,"2850, tulp, mats.png"
F-1967,VRK-2856,"2856, tupits, aleksander.png"
F-1968,VRK-2857,"2857, tupits, heinrich.png"
F-1969,VRK-2858,"2858, turi, nikolai.png"
F-1970,VRK-2859,"2859, turjakas, aleksander.png"
F-1971,VRK-2860,"2860, türk, jakob.png"
F-1972,VRK-2861,"2861, türk, johannes.png"
F-1973,VRK-2862,"2862, turmann, august-rudolf.png"
F-1974,VRK-2866,"2866, tuttelberg, leonid-carl-gustav.png"
F-1975,VRK-2867,"2867, tuuksam, hans.png"
F-1976,VRK-2868,"2868, tuurmaa, arno-georg.png"
F-1977,VRK-2869,"2869, tuvi, jaan.png"
F-1978,VRK-2870,"2870, tuvi, johann.png"
F-1979,VRK-2871,"2871, tyrrell, william george.png"
F-1980,VRK-2780,"2780, tõkke, johannes.png"
F-1981,VRK-2781,"2781, tõldsepp, rudolf-aleksander.png"
F-1982,VRK-2782,"2782, tõllasepp, jaan.png"
F-1983,VRK-2783,"2783, tõllassaar, jaan.png"
F-1984,VRK-2796,"2796, tõnisson, aleksander.png"
F-1985,VRK-2798,"2798, tõnisson, jaan, johani p.png"
F-1986,VRK-2797,"2797, tõnisson, jaan, jaani p.png"
F-1987,VRK-2801,"2801, tõns, jüri.png"
F-1988,VRK-2802,"2802, tõnso, ferdinand-voldemar.png"
F-1989,VRK-2803,"2803, tõnson, hans.png"
F-1990,VRK-2804,"2804, tõnson, leopold-herrmann.png"
F-1991,VRK-2815,"2815, tõruke, nikolai-aleksander.png"
F-1992,VRK-2816,"2816, tõruvere, voldemar.png"
F-1993,VRK-2872,"2872, ubakivi, roman.png"
F-1994,VRK-2873,"2873, uder, august-richard.png"
F-1995,VRK-2874,"2874, udikas, oskar-friedrich.png"
F-1996,VRK-2875,"2875, uegeinam, voldemar.png"
F-1997,VRK-2876,"2876, uhke, karl-rudolf.png"
F-1998,VRK-2877,"2877, uibo, aleksander.png"
F-1999,VRK-2878,"2878, uibo, rudolf.png"
F-2000,VRK-2879,"2879, uibopuu, sergei.png"
F-2001,VRK-2880,"2880, ulm, voldemar.png"
F-2002,VRK-2881,"2881, ulmanis, kārlis augusts.png"
F-2003,VRK-2882,"2882, umb, andrei.png"
F-2004,VRK-2884,"2884, undén, ulf torsten.png"
F-2005,VRK-2885,"2885, unger, jakob.png"
F-2006,VRK-2886,"2886, ungvere, jüri.png"
F-2007,VRK-2887,"2887, univer, peeter.png"
F-2008,VRK-2889,"2889, unt, jaan.png"
F-2009,VRK-2890,"2890, unt, johan.png"
F-2010,VRK-2891,"2891, unt, mart.png"
F-2011,VRK-2892,"2892, untolahti, herman.png"
F-2012,VRK-2894,"2894, uritam, oskar.png"
F-2013,VRK-2895,"2895, uritam, richard.png"
F-2014,VRK-2896,"2896, urke, jakob.png"
F-2015,VRK-2897,"2897, urm, eduard.png"
F-2016,VRK-2900,"2900, usin, jaan.png"
F-2017,VRK-2901,"2901, ustav, august.png"
F-2018,VRK-2902,"2902, utuste, kustas.png"
F-2019,VRK-2903,"2903, uue, aleksander.png"
F-2020,VRK-2904,"2904, uuk, aleksander.png"
F-2021,VRK-2905,"2905, uuk, rudolf.png"
F-2022,VRK-2906,"2906, uulimaa, mihail.png"
F-2023,VRK-2907,"2907, uus, arthur.png"
F-2024,VRK-2909,"2909, uuskam, johannes.png"
F-2025,VRK-2911,"2911, uussalu, hugo-heinrich.png"
F-2026,VRK-2912,"2912, uustal, august.png"
F-2027,VRK-2910,"2910, uusõue, august-bartholomeus.png"
F-2028,VRK-2913,"2913, vaabel, oskar.png"
F-2029,VRK-2914,"2914, vaadre, ernst-johannes.png"
F-2030,VRK-2919,"2919, vaarmann, mihkel.png"
F-2031,VRK-2920,"2920, väärtnõu, andrei.png"
F-2032,VRK-2921,"2921, vaaver, karl.png"
F-2033,VRK-2922,"2922, väeden, villem.png"
F-2034,VRK-2923,"2923, vaga, kustav.png"
F-2035,VRK-2925,"2925, vaharo, rudolf.png"
F-2036,VRK-2926,"2926, vahem, johannes.png"
F-2037,VRK-2927,"2927, vaher, georg.png"
F-2038,VRK-2928,"2928, vaher, jaan.png"
F-2039,VRK-2929,"2929, vähi, mihkel.png"
F-2040,VRK-2930,"2930, vahi, roman-heinrich.png"
F-2041,VRK-2932,"2932, vaht, hugo.png"
F-2042,VRK-2933,"2933, vahtramäe, hendrik.png"
F-2043,VRK-2934,"2934, vahtre, voldemar.png"
F-2044,VRK-2935,"2935, vahul, herman.png"
F-2045,VRK-2936,"2936, vaidla, richard-oskar.png"
F-2046,VRK-2937,"2937, vaigu, juhan.png"
F-2047,VRK-2938,"2938, vaiksaar, eino.png"
F-2048,VRK-2939,"2939, väinaste, kustav.png"
F-2049,VRK-2941,"2941, vaino, paul-eduard.png"
F-2050,VRK-2942,"2942, vainumets, aleksander.png"
F-2051,VRK-2943,"2943, valdmann, arnold-friedrich.png"
F-2052,VRK-2944,"2944, valdmann, hans.png"
F-2053,VRK-2945,"2945, valdmann, osvald.png"
F-2054,VRK-2947,"2947, valdur, arvo.png"
F-2055,VRK-2948,"2948, valdur, voldemar.png"
F-2056,VRK-2949,"2949, valge, aleksander.png"
F-2057,VRK-2950,"2950, valge, alfred-aleksander.png"
F-2058,VRK-2951,"2951, valge, gustav.png"
F-2059,VRK-2952,"2952, valge, nikolai.png"
F-2060,VRK-2953,"2953, välja, madis.png"
F-2061,VRK-3073,"3073, valler, joosep.png"
F-2062,VRK-2957,"2957, valler, mihkel.png"
F-2063,VRK-2960,"2960, välme, henn.png"
F-2064,VRK-2961,"2961, valter, benjamin.png"
F-2065,VRK-2962,"2962, valter, reinhold-alexander.png"
F-2066,VRK-2964,"2964, vanaveski, hans.png"
F-2067,VRK-2965,"2965, vao, august-johannes.png"
F-2068,VRK-2966,"2966, vardja, johannes.png"
F-2069,VRK-2967,"2967, vare, jaan.png"
F-2070,VRK-2968,"2968, vares, elmar.png"
F-2071,VRK-2969,"2969, vares, johannes.png"
F-2072,VRK-2970,"2970, vares, julian.png"
F-2073,VRK-2971,"2971, vares, paul.png"
F-2074,VRK-2972,"2972, varik, karl.png"
F-2075,VRK-2973,"2973, varik, peeter-karl.png"
F-2076,VRK-3075,"3075, warma, aleksander.png"
F-2077,VRK-2975,"2975, varner, anton-hans.png"
F-2078,VRK-2979,"2979, vasar, hans.png"
F-2079,VRK-2980,"2980, vasar, johan.png"
F-2080,VRK-2982,"2982, vask, august.png"
F-2081,VRK-2983,"2983, vaska, jakob-michael.png"
F-2082,VRK-2984,"2984, vasko, johannes-rudolph.png"
F-2083,VRK-2985,"2985, vassermann, teodor.png"
F-2084,VRK-2986,"2986, vassil, august-voldemar.png"
F-2085,VRK-2987,"2987, vassil, paul.png"
F-2086,VRK-2988,"2988, västrik, heinrich-aleksander.png"
F-2087,VRK-2993,"2993, veeberg, august.png"
F-2088,VRK-2994,"2994, veem, helmut-traugott.png"
F-2089,VRK-2996,"2996, veidermann, johannes.png"
F-2090,VRK-2997,"2997, veigel, karl.png"
F-2091,VRK-2998,"2998, veigelin, georg.png"
F-2092,VRK-2999,"2999, veijo, einari walter.png"
F-2093,VRK-3001,"3001, veinberg, elmar-johann.png"
F-2094,VRK-3002,"3002, veinpere, erich-christoph.png"
F-2095,VRK-3003,"3003, veldemann, jaan.png"
F-2096,VRK-3004,"3004, vellerind, johannes-august.png"
F-2097,VRK-3005,"3005, vende, jakob.png"
F-2098,VRK-3006,"3006, vendla, jaak.png"
F-2099,VRK-3007,"3007, vendla, tõnis.png"
F-2100,VRK-3010,"3010, vent, paul.png"
F-2101,VRK-3011,"3011, ventsel, august-eduard.png"
F-2102,VRK-3013,"3013, verliin, villem.png"
F-2103,VRK-3014,"3014, vertmann, karla.png"
F-2104,VRK-3016,"3016, vestel, georg-hugo.png"
F-2105,VRK-3017,"3017, vesterinen, emil.png"
F-2106,VRK-3021,"3021, videvik, jakob.png"
F-2107,VRK-3022,"3022, vidrik, jaan.png"
F-2108,VRK-3023,"3023, vienberg, rudolf.png"
F-2109,VRK-3024,"3024, vihmann, johannes.png"
F-2110,VRK-3025,"3025, viiburg, helmuth.png"
F-2111,VRK-3027,"3027, viidemaa, jakob.png"
F-2112,VRK-3030,"3030, viilip, artur.png"
F-2113,VRK-3031,"3031, viilmaa, hando.png"
F-2114,VRK-3033,"3033, viirmaa, richard-heinrich.png"
F-2115,VRK-3035,"3035, viitak, nikolai.png"
F-2116,VRK-3036,"3036, viljak, johannes.png"
F-2117,VRK-3037,"3037, villemi, karl-friedrich.png"
F-2118,VRK-3038,"3038, villemi, paul-aleksander.png"
F-2119,VRK-3039,"3039, villems, albert.png"
F-2120,VRK-3041,"3041, villup, august.png"
F-2121,VRK-3042,"3042, vilms, jüri.png"
F-2122,VRK-3043,"3043, vilta, karl-erich-sergius.png"
F-2123,VRK-3044,"3044, vimm, jakob.png"
F-2124,VRK-3045,"3045, vink, aleksander.png"
F-2125,VRK-3046,"3046, vinkler, johannes.png"
F-2126,VRK-3047,"3047, viralu, nicolai.png"
F-2127,VRK-3048,"3048, virgo, eduard-reinhold.png"
F-2128,VRK-3054,"3054, viru, august-osvald.png"
F-2129,VRK-3055,"3055, virula, tõnis.png"
F-2130,VRK-3056,"3056, visman, harry-alexander.png"
F-2131,VRK-3058,"3058, vittorio emanuele iii.png"
F-2132,VRK-3059,"3059, vodja, jaan.png"
F-2133,VRK-3060,"3060, vohlonen, oiva lahja.png"
F-2134,VRK-3061,"3061, vöhrmann, arnold-joosep.png"
F-2135,VRK-3062,"3062, voitka, august.png"
F-2136,VRK-3063,"3063, vokk, oskar.png"
F-2137,VRK-3065,"3065, vool, abel.png"
F-2138,VRK-3069,"3069, vreemann, friedrich.png"
F-2139,VRK-3067,"3067, võrk, hans-roland.png"
F-2140,VRK-3074,"3074, walne, william sydney james.png"
F-2141,VRK-3076,"3076, wasilewski, leon.png"
F-2142,VRK-3077,"3077, weiss, constantin-alexander-clemens von.png"
F-2143,VRK-3078,"3078, wemyss, rosslyn erskine.png"
F-2144,VRK-3083,"3083, wetter-rosenthal, hellmuth-carl-ernst von.png"
F-2145,VRK-3084,"3084, wetzer, paul martin.png"
F-2146,VRK-3085,"3085, weygand, maxime louis.png"
F-2147,VRK-3096,"3096, williams, harold whitmore.png"
F-2148,VRK-3097,"3097, williams, thomas melling.png"
F-2149,VRK-3098,"3098, wilson, walter caradine.png"
F-2150,VRK-3104,"3104, wojciechowski, stanisław.png"
F-2151,VRK-3107,"3107, wrede af elimä, gustaf oskar axel.png"
F-2152,VRK-3111,"3111, yli-pohja, kaarlo.png"
F-2153,VRK-3112,"3112, ylitalo, antti isak.png"
F-2154,VRK-3113,"3113, yllö, andreas.png"
F-2155,VRK-3114,"3114, young, evan erastus.png"
F-2156,VRK-3115,"3115, yrjö-koskinen, aarno armas sakari.png"
F-2157,VRK-3117,"3117, zeltner, knud valdemar.png"
F-2158,VRK-3118,"3118, zemitāns, jorģis.png"
F-2159,VRK-3119,"3119, zidbäck, john elis.png"
F-2160,VRK-3120,"3120, ziehr, oskar-franz-reinhold.png"
F-2161,VRK-3121,"3121, zimmermann, georg.png"
F-2162,VRK-3122,"3122, zīverts, voldemārs oto.png"
F-2163,VRK-3123,"3123, zoege von manteuffel, maximilian-friedrich-werner.png"
F-2164,VRK-3124,"3124, zovo, karl.png"
F-2165,VRK-1802,"1802, õsso, leonhard.png"
F-2166,VRK-1817,"1817, õunap, paul.png"
F-2167,VRK-1818,"1818, õunapuu, anton.png"
F-2168,VRK-1819,"1819, õunapuu, karl.png"
